isogroup gene ontology,
TRINITY_DN2864_c0_g1,GO:0005829;GO:0034709;GO:0034715;GO:0071011;GO:0034719;GO:0005685;GO:0005686;GO:0005687;GO:0046540;GO:0005682;GO:0003723;GO:0000387
TRINITY_DN6761_c0_g1,GO:0032154;GO:0005737;GO:0005856;GO:0019898;GO:0005886;GO:0051693
TRINITY_DN7442_c0_g1,GO:0005911;GO:0070062;GO:0030175;GO:0005925;GO:0005887;GO:0030027;GO:0005634;GO:0048471;GO:0005886;GO:0005509;GO:0007015;GO:0009653;GO:0007155;GO:0016477;GO:0007267;GO:0007163;GO:0007156;GO:0016337
TRINITY_DN9487_c0_g1,GO:0000794;GO:0005829;GO:0072687;GO:0031514;GO:0005634;GO:0001520;GO:0035082;GO:0051321;GO:0007286
TRINITY_DN17312_c0_g1,
TRINITY_DN33110_c0_g1,GO:0005929;GO:0046872;GO:0008589
TRINITY_DN3290_c0_g1,GO:0071013;GO:0005737;GO:0005685;GO:0005686;GO:0071004;GO:0005687;GO:0046540;GO:0005682;GO:0003723;GO:0000398
TRINITY_DN39703_c0_g1,GO:0005737;GO:0016404;GO:0003824;GO:0051287;GO:0070403;GO:0004957;GO:0097070;GO:0007565;GO:0045786;GO:0030728;GO:0007567;GO:0006693;GO:0070493;GO:0007179
TRINITY_DN37749_c0_g1,GO:0005737;GO:0004364
TRINITY_DN10638_c0_g1,GO:0005694;GO:0005737;GO:0005730;GO:0000151;GO:0016274;GO:0004842;GO:0008270;GO:0007605
TRINITY_DN30501_c0_g1,GO:0030054;GO:0005813;GO:0005829;GO:0032807;GO:0005958;GO:0070419;GO:0005654;GO:0005634;GO:0003677;GO:0042802;GO:0008022;GO:0007417;GO:0006266;GO:0051103;GO:0006302;GO:0006303;GO:0033152;GO:0001701;GO:0045190;GO:0043524;GO:0048146;GO:0051351;GO:0050769;GO:0002328;GO:0010332;GO:0010212;GO:0010165;GO:0033077;GO:0033151
TRINITY_DN36335_c0_g1,GO:0005737;GO:0004843;GO:0006511
TRINITY_DN5844_c0_g1,GO:0005913;GO:0005737;GO:0070062;GO:0005794;GO:0031011;GO:0043231;GO:0016020;GO:0005815;GO:0071339;GO:0035267;GO:0016363;GO:0005654;GO:0005634;GO:0097255;GO:0000812;GO:0005524;GO:0043141;GO:0016887;GO:0098641;GO:0003678;GO:1904837;GO:0000492;GO:0051301;GO:0034080;GO:0006338;GO:0006310;GO:0006281;GO:0043968;GO:0043967;GO:0007067;GO:1903955;GO:1904874;GO:0040008;GO:1903146;GO:0006357;GO:0007283;GO:0006351
TRINITY_DN33511_c0_g1,GO:0000439;GO:0019907;GO:0005737;GO:0005675;GO:0071817;GO:0005634;GO:0005819;GO:0005669;GO:0051539;GO:0043139;GO:0005524;GO:0004003;GO:0003677;GO:0046872;GO:0008022;GO:0047485;GO:0008353;GO:0007568;GO:0006915;GO:0030282;GO:0008283;GO:0032289;GO:0007059;GO:0006281;GO:0040016;GO:0048568;GO:0043249;GO:0030198;GO:0035315;GO:0022405;GO:0048820;GO:0060218;GO:0001701;GO:0035264;GO:0006289;GO:0033683;GO:0043388;GO:0045944;GO:0045893;GO:0009791;GO:1901990;GO:0001666;GO:0006979;GO:0009411;GO:0043588;GO:0021510;GO:0006366;GO:0006283;GO:0009650
TRINITY_DN20926_c0_g1,GO:0005829;GO:0005783;GO:0005789;GO:0016020;GO:0048471;GO:0004419;GO:0046872;GO:0046951
TRINITY_DN4020_c0_g1,GO:0005737;GO:0005829;GO:0070062;GO:0005759;GO:0005739;GO:0005634;GO:0004029;GO:0008802;GO:0004043;GO:0006081;GO:0042426;GO:0019285;GO:0006554;GO:0007605
TRINITY_DN34183_c0_g1,GO:0005737;GO:0005654;GO:0005634;GO:0000502;GO:0071942;GO:0003684;GO:0031593;GO:0003697;GO:0048568;GO:0070911;GO:0006289;GO:0000715;GO:0000717;GO:0006294;GO:0043161;GO:0032434;GO:0007283
TRINITY_DN39699_c0_g1,
TRINITY_DN28979_c0_g1,GO:0005739;GO:0003985;GO:0046872;GO:0008152
TRINITY_DN4720_c0_g1,GO:0005737;GO:0005868;GO:0019898;GO:0000776;GO:0072686;GO:0042405;GO:0031965;GO:0034399;GO:0005643;GO:0044615;GO:0003682;GO:0031072;GO:0051019;GO:0003729;GO:0005487;GO:0042803;GO:0051301;GO:0034605;GO:0000189;GO:0007067;GO:0007094;GO:0031990;GO:0046832;GO:0000122;GO:0045947;GO:0031453;GO:0090316;GO:0090267;GO:0046827;GO:0042307;GO:0010965;GO:1901673;GO:0070849;GO:0006405;GO:0006404
TRINITY_DN14597_c0_g1,GO:0031428;GO:0015030;GO:0005737;GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0070761;GO:0005732;GO:0032040;GO:0051117;GO:0044822;GO:0030515;GO:0001094;GO:0016049;GO:0016925;GO:0000154;GO:0006364;GO:0048254;GO:0006608
TRINITY_DN1364_c0_g1,GO:0005829;GO:0005811;GO:0005875;GO:0005525;GO:0003924;GO:0003746;GO:0006412;GO:0006414
TRINITY_DN14940_c0_g1,
TRINITY_DN25779_c0_g1,GO:0005743;GO:0005762;GO:0003735;GO:0032543;GO:0006412
TRINITY_DN36836_c0_g1,GO:0005737;GO:0004801;GO:0005975;GO:0006098
TRINITY_DN24683_c0_g1,GO:0070062;GO:0004045
TRINITY_DN36368_c0_g1,GO:0005829;GO:0005871;GO:0005874;GO:0002102;GO:0031982;GO:0005524;GO:0016887;GO:0003777;GO:0046983;GO:0022617;GO:0007018;GO:1903008;GO:0071801
TRINITY_DN5271_c0_g1,GO:0030286;GO:0003774
TRINITY_DN24091_c0_g1,GO:0005737;GO:0005856;GO:0005916;GO:0005925;GO:0005886;GO:0001726;GO:0045202;GO:0005200;GO:0007155;GO:0007016
TRINITY_DN341_c0_g1,GO:0005737;GO:0005829;GO:0005096;GO:0070374;GO:0051056;GO:0007165
TRINITY_DN35092_c0_g1,GO:0005765;GO:0005125;GO:0001816;GO:0006355;GO:0019953;GO:0006351
TRINITY_DN3999_c0_g1,GO:0005737;GO:0015630;GO:0005654;GO:0005525;GO:0016787;GO:0070286;GO:0007338
TRINITY_DN17389_c0_g1,GO:0015030;GO:0005829;GO:0005783;GO:0005525;GO:0003924;GO:0051168;GO:0015031;GO:0042254
TRINITY_DN32954_c0_g1,GO:0009535;GO:0031361;GO:0009055;GO:0020037;GO:0005506;GO:0055114;GO:0015979
TRINITY_DN19734_c0_g1,GO:0005840
TRINITY_DN39688_c0_g1,
TRINITY_DN28269_c0_g1,GO:0016021;GO:0005886;GO:0005919;GO:0004930;GO:0008366;GO:0048148;GO:0048149;GO:0035095;GO:0030866;GO:0060857;GO:0007186;GO:0019991;GO:0007419
TRINITY_DN6451_c0_g1,GO:0016881;GO:0005524;GO:0019781;GO:0007049;GO:0045116
TRINITY_DN16848_c0_g1,GO:0030126;GO:0030137;GO:0005794;GO:0000139;GO:0005654;GO:0005198;GO:0006888;GO:0006891;GO:0015031;GO:0006890
TRINITY_DN18204_c0_g1,GO:0005811;GO:0000786;GO:0005634;GO:0003677
TRINITY_DN23936_c0_g1,GO:0005576;GO:0008061;GO:0006030
TRINITY_DN32568_c0_g1,GO:0005769;GO:0034058
TRINITY_DN33295_c0_g1,
TRINITY_DN32160_c1_g1,GO:0009986;GO:0005737;GO:0005829;GO:0005615;GO:0005759;GO:0005730;GO:0005634;GO:0005886;GO:0031690;GO:0001849;GO:0005540;GO:0030984;GO:0097177;GO:0003729;GO:0005080;GO:0003714;GO:0006915;GO:0006958;GO:0006955;GO:0045087;GO:0042256;GO:0006397;GO:0050687;GO:0032689;GO:0032695;GO:0039534;GO:0048025;GO:0039536;GO:0000122;GO:0014065;GO:0043065;GO:0045785;GO:2000510;GO:0070131;GO:0090023;GO:0051897;GO:1900026;GO:1901165;GO:0030449;GO:0008380;GO:0006351
TRINITY_DN30420_c0_g1,GO:0005789;GO:0016021;GO:0000254;GO:0005506;GO:0008395;GO:0008203;GO:0006633;GO:0016126
TRINITY_DN3539_c0_g1,GO:0005829;GO:0004013;GO:0051287;GO:0006730;GO:0019510;GO:0033353
TRINITY_DN37787_c0_g1,GO:0045179;GO:0005938;GO:0031252;GO:0044291;GO:0032154;GO:0005856;GO:0005829;GO:0016459;GO:0016460;GO:0016461;GO:0030018;GO:0005524;GO:0042623;GO:0003774;GO:0032027;GO:0007496;GO:0007298;GO:0071260;GO:0035017;GO:0007391;GO:0046664;GO:0046663;GO:0007395;GO:0045200;GO:0001736;GO:0008258;GO:0035317;GO:0070986;GO:0032507;GO:0007443;GO:0000281;GO:0006936;GO:0030239;GO:0031036;GO:0022008;GO:0007297;GO:0051259;GO:0051726;GO:1901739;GO:0035159;GO:0007435;GO:0045214;GO:0035277;GO:0042060
TRINITY_DN38456_c0_g1,GO:0005783;GO:0005576;GO:0046872;GO:0008484;GO:0008152
TRINITY_DN37492_c0_g1,GO:0019781;GO:0045116
TRINITY_DN25923_c0_g1,GO:0016021;GO:0005743;GO:0070469;GO:0008137;GO:0006120
TRINITY_DN176_c0_g1,GO:0030057;GO:0016607;GO:0005681;GO:0003677;GO:0006397;GO:0006355;GO:0008380;GO:0006351
TRINITY_DN14219_c0_g1,GO:0031902;GO:0005765;GO:0005525;GO:0051301;GO:0007059;GO:0007067;GO:0007264
TRINITY_DN8622_c0_g1,
TRINITY_DN7092_c0_g1,GO:0030016;GO:0032982;GO:0005524;GO:0003774
TRINITY_DN14861_c0_g1,GO:0005634;GO:0005524;GO:0003682;GO:0035173;GO:0070577;GO:0004715;GO:0004713;GO:0008270;GO:0006974;GO:0016572;GO:0006355;GO:0006351
TRINITY_DN30229_c0_g1,GO:0016459;GO:0005509
TRINITY_DN33448_c0_g1,GO:0005737;GO:0005634
TRINITY_DN5033_c0_g1,GO:0005737;GO:0030529;GO:0005634;GO:0000166;GO:0003723;GO:0006417;GO:0006396
TRINITY_DN34367_c0_g1,GO:0034451;GO:0005813;GO:0005615;GO:0005634;GO:0005136;GO:0010531;GO:0002376;GO:0007080;GO:0090307;GO:0032695;GO:0032815;GO:0031393;GO:0042521;GO:1905515;GO:0032733;GO:0042526;GO:0071539
TRINITY_DN33463_c0_g1,GO:0070062;GO:0005743;GO:0005509;GO:0031175
TRINITY_DN14410_c0_g1,GO:0000785;GO:0000775;GO:0030893;GO:0005634;GO:0005524;GO:0003682;GO:0051301;GO:0006281;GO:0051321;GO:0007064;GO:0006275
TRINITY_DN25376_c0_g1,GO:0005758;GO:0005739;GO:0005634;GO:0043565;GO:0008134;GO:0007005;GO:0045944;GO:1900037;GO:0006351
TRINITY_DN36963_c0_g1,GO:0070062;GO:0016021;GO:0043234;GO:0019828;GO:0005509;GO:0019899;GO:0072358;GO:0045199;GO:0001707;GO:0010951;GO:0014028;GO:0030513;GO:0010718;GO:0050896;GO:0060042;GO:0001756
TRINITY_DN17295_c0_g1,GO:0005813;GO:0005737;GO:0030286;GO:0016020;GO:0005874;GO:0016459;GO:0005634;GO:0008092;GO:0003774;GO:0007017;GO:0008039;GO:0006810
TRINITY_DN36820_c0_g1,GO:0015030;GO:0005737;GO:0016607;GO:0005654;GO:0005634;GO:0042393;GO:0000166;GO:0017070;GO:0031017;GO:0030098;GO:0000398;GO:0006334;GO:1903586;GO:0000245;GO:0000387;GO:0048538
TRINITY_DN14579_c0_g1,GO:0005671;GO:0008622;GO:0003677;GO:0003887;GO:0043966
TRINITY_DN34155_c0_g1,GO:0000123;GO:0005654;GO:0005634;GO:0035064;GO:0003713;GO:0008270;GO:0006915;GO:0007050;GO:0006978;GO:0006260;GO:0043966;GO:0043983;GO:0043981;GO:0043982;GO:0008285;GO:0045926;GO:0045892;GO:0043065;GO:0006473
TRINITY_DN6252_c0_g1,GO:0005615;GO:0005634;GO:0005886;GO:0007155;GO:0060250;GO:0036098;GO:2001046;GO:0006457
TRINITY_DN4571_c0_g1,GO:0005604;GO:0000785;GO:0005737;GO:0030893;GO:0016363;GO:0000922;GO:0005524;GO:0003682;GO:0045502;GO:0051301;GO:0006281;GO:0007126;GO:0007064;GO:0007052;GO:0006275;GO:0007165
TRINITY_DN38761_c0_g1,GO:0045179;GO:0016327;GO:0016323;GO:0005938;GO:0005856;GO:0016328;GO:0016020;GO:0031594;GO:0048471;GO:0005886;GO:0014069;GO:0045211;GO:0005918;GO:0005920;GO:0045202;GO:0043195;GO:0061689;GO:0061174;GO:0061176;GO:0005154;GO:0004385;GO:0035255;GO:0004871;GO:0005198;GO:0030714;GO:0008105;GO:0045167;GO:0045175;GO:0048149;GO:0007155;GO:0060581;GO:0001708;GO:0008283;GO:0007268;GO:0007010;GO:0007391;GO:0000132;GO:0051294;GO:0045197;GO:0045196;GO:0016332;GO:0016334;GO:0016336;GO:0042332;GO:0045475;GO:0008049;GO:0007617;GO:0001738;GO:0002009;GO:0016333;GO:0016335;GO:0008285;GO:0000122;GO:0007399;GO:0030707;GO:0007318;GO:0046956;GO:0045887;GO:0008104;GO:0043113;GO:0097120;GO:0030710;GO:0051726;GO:0042127;GO:0042058;GO:0010906;GO:0046425;GO:0008593;GO:0019233;GO:0019991;GO:0051124
TRINITY_DN33722_c0_g1,GO:0005615;GO:0005730;GO:0005654;GO:0042802;GO:0007267;GO:0006955
TRINITY_DN8936_c0_g1,GO:0005769;GO:0071203;GO:0007409;GO:0060047;GO:0048666;GO:0015031
TRINITY_DN15920_c0_g1,GO:0016021;GO:0005743;GO:0070469;GO:0008137;GO:0042773
TRINITY_DN37066_c0_g1,GO:0005829;GO:0005654;GO:0005634;GO:0036501;GO:0034098;GO:0004843;GO:0071712;GO:0070987;GO:0030970;GO:0001501;GO:0006511
TRINITY_DN6557_c0_g1,GO:0015030;GO:0071013;GO:0016607;GO:0005654;GO:0070742;GO:0044822;GO:0047485;GO:0000398
TRINITY_DN9928_c0_g1,GO:0005737;GO:0005622;GO:0005525;GO:0003924;GO:0003746;GO:0008135;GO:0009792;GO:0040007
TRINITY_DN342_c0_g1,GO:0005783;GO:0070062;GO:0005615;GO:0005764;GO:0015485;GO:0033344;GO:0042632;GO:0008203;GO:0030301;GO:0032367;GO:0009615
TRINITY_DN24262_c0_g1,GO:0005737;GO:0003755;GO:0006457
TRINITY_DN28016_c0_g1,GO:0005634;GO:0043565;GO:0008270;GO:0006355;GO:0006351
TRINITY_DN29203_c0_g1,GO:0005768;GO:0016021;GO:0031201;GO:0005802;GO:0030658;GO:0005484;GO:0000149;GO:0006897;GO:0006887;GO:0006893;GO:0006906
TRINITY_DN38599_c0_g1,GO:0016021;GO:0016020;GO:0005524;GO:0042626;GO:0008514
TRINITY_DN34130_c0_g1,GO:0022625;GO:1990932;GO:0070180;GO:0003735;GO:0097421;GO:0006412
TRINITY_DN37314_c0_g1,GO:0005930;GO:0005737
TRINITY_DN31535_c0_g1,GO:0003779;GO:0007155;GO:0007520;GO:0008360;GO:1901739
TRINITY_DN37739_c0_g1,GO:0005853;GO:0003746
TRINITY_DN8632_c0_g1,GO:0015629;GO:0030054;GO:0030864;GO:0005737;GO:0005829;GO:0030425;GO:0044326;GO:0030175;GO:1990761;GO:0031594;GO:0043025;GO:0014069;GO:0051015;GO:0007015;GO:0007568;GO:0019722;GO:0097237;GO:0060079;GO:1900272;GO:1904049;GO:0051497;GO:0031175;GO:0060999;GO:1900454;GO:0045860;GO:0030833;GO:0061001;GO:0051489;GO:0051963;GO:0051823
TRINITY_DN24095_c0_g1,GO:0003964
TRINITY_DN4346_c0_g1,GO:0016020;GO:0030692;GO:0005730;GO:0005634;GO:0032040;GO:0019899;GO:0044822;GO:0030515;GO:0030490;GO:0042274
TRINITY_DN14184_c0_g1,GO:0031463;GO:0000139;GO:0005634;GO:0005827;GO:0016477;GO:0048208;GO:0040016;GO:0006888;GO:0007229;GO:0007080;GO:0035024;GO:0045842;GO:0043161;GO:0006513;GO:0016567;GO:0017145;GO:0043149
TRINITY_DN4671_c0_g1,GO:0005840;GO:0019843;GO:0042254
TRINITY_DN5405_c0_g1,
TRINITY_DN285_c0_g1,GO:0005783;GO:0005615;GO:0071542;GO:0031175;GO:0006986
TRINITY_DN22751_c0_g1,GO:0005739;GO:0046872
TRINITY_DN17306_c0_g1,GO:0009897;GO:0070062;GO:0016021;GO:0030246;GO:0046872;GO:0002925;GO:0051712;GO:0051000;GO:0051770
TRINITY_DN28873_c0_g1,GO:0045111;GO:0005730;GO:0000786;GO:0005634;GO:0003677;GO:0010171;GO:0040011;GO:0035264;GO:0006334;GO:0018991;GO:0060465
TRINITY_DN36172_c0_g1,GO:0005509
TRINITY_DN15880_c0_g1,GO:0042470;GO:0030496;GO:0005635;GO:0005654;GO:0005819;GO:0005509;GO:0005544;GO:0044548;GO:0007049;GO:0051301
TRINITY_DN35644_c0_g1,GO:0005737;GO:0070062;GO:0030529;GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0003677;GO:0044822;GO:0003700;GO:0031625;GO:0043066;GO:0045892;GO:0045597;GO:0006417;GO:0006364;GO:0006351
TRINITY_DN32251_c0_g1,GO:0005737;GO:0005815;GO:0016607;GO:0005634;GO:0003714;GO:0003705;GO:0003700;GO:0006397;GO:0045892;GO:0008380;GO:0006351
TRINITY_DN21820_c0_g1,GO:0005730
TRINITY_DN29757_c0_g1,GO:0005634;GO:0032299;GO:0004523;GO:0006401
TRINITY_DN30133_c0_g1,GO:0005634;GO:0043565;GO:0007275;GO:0006355
TRINITY_DN19717_c0_g1,GO:0005829;GO:0005852;GO:0071541;GO:0070062;GO:0016020;GO:0044822;GO:0003743;GO:0006446;GO:0006413
TRINITY_DN39381_c0_g1,GO:0004519;GO:0046872;GO:0003964;GO:0006310
TRINITY_DN31105_c0_g1,GO:0070938;GO:0005737;GO:0005829;GO:0015630;GO:0030496;GO:0005654;GO:0005634;GO:0005886;GO:0005819;GO:0005876;GO:0000922;GO:0042802;GO:0019894;GO:0019901;GO:0000910;GO:0001578;GO:0000022;GO:0008284
TRINITY_DN12093_c0_g1,GO:0031012;GO:0005615;GO:0005578;GO:0005509;GO:0005539;GO:0008191;GO:2000146;GO:0010951;GO:0019800;GO:0007165
TRINITY_DN26819_c0_g1,GO:0005886;GO:0005891;GO:0008332;GO:0005245;GO:0070509;GO:0030317;GO:0086010;GO:0019228;GO:0045956;GO:0007165;GO:0030431;GO:0006810
TRINITY_DN25194_c0_g1,GO:0005730;GO:0005634;GO:0030687;GO:0044822;GO:0000460;GO:0000470
TRINITY_DN7076_c0_g1,GO:0005737;GO:0016607;GO:0005654;GO:0005634;GO:0005681;GO:0000166;GO:0044822;GO:0051018;GO:0042113;GO:0006397;GO:0043484;GO:0006355;GO:0008380;GO:0007165
TRINITY_DN21471_c0_g1,GO:0031467;GO:0019005;GO:0016567;GO:0006511
TRINITY_DN26149_c0_g1,
TRINITY_DN20209_c0_g1,GO:0005762;GO:0005739;GO:0003735;GO:0032543;GO:0006412
TRINITY_DN35228_c0_g1,GO:0004054;GO:0005524
TRINITY_DN14803_c0_g1,GO:0005654;GO:0005634;GO:0003677;GO:0046872;GO:0003723;GO:0006355;GO:0009303;GO:0006383
TRINITY_DN16705_c0_g1,GO:0005737;GO:0005681;GO:0000166;GO:0003723;GO:0006397;GO:0051028;GO:0008380
TRINITY_DN37766_c0_g1,GO:0005829;GO:0005769;GO:0031901;GO:0005768;GO:0005871;GO:0005874;GO:0005524;GO:0008574;GO:0005547;GO:0043325;GO:0080025;GO:0032266;GO:0030705;GO:0045022;GO:0007492;GO:0007173;GO:0008543;GO:0001704;GO:0006895;GO:0007018;GO:0032801;GO:0001919
TRINITY_DN25741_c0_g1,GO:0071013;GO:0005730;GO:0005654;GO:0005634;GO:0005524;GO:0004004;GO:0044822;GO:0000460;GO:0000398;GO:0006401;GO:0006364
TRINITY_DN14792_c0_g1,
TRINITY_DN5956_c0_g1,GO:0005737;GO:0005509;GO:0008017;GO:0030154
TRINITY_DN35175_c0_g1,GO:0009535;GO:0019898;GO:0009654;GO:0055114;GO:0015979;GO:0042549
TRINITY_DN34629_c0_g1,GO:0005737;GO:0005730;GO:0003676;GO:0008270
TRINITY_DN24019_c0_g1,GO:0005737;GO:0005829;GO:0031011;GO:0005634;GO:0000502;GO:0004866;GO:0044822;GO:0070628;GO:0004843;GO:0006310;GO:0006281;GO:0048853;GO:0021670;GO:0030901;GO:0016579;GO:0061136;GO:0006355;GO:0006351;GO:0006511
TRINITY_DN26910_c0_g1,GO:0005737;GO:0005634;GO:0030154
TRINITY_DN27281_c0_g1,GO:0045111;GO:0005743;GO:0005739;GO:0031965;GO:0005840;GO:0044822;GO:0003735;GO:0070125;GO:0070126
TRINITY_DN28337_c0_g1,GO:0043231;GO:0005739;GO:0005778;GO:0005777;GO:0019166;GO:0006633;GO:0055114;GO:0033306
TRINITY_DN36700_c0_g1,GO:0005737;GO:0070776;GO:0005654;GO:0005634;GO:0003677;GO:0008270;GO:0043966;GO:0045893;GO:1901796;GO:0006351
TRINITY_DN30836_c0_g1,GO:0005840
TRINITY_DN13591_c0_g1,GO:0030424;GO:0005887;GO:0043005;GO:0043025;GO:0045202;GO:0008021;GO:0033265;GO:0015220;GO:0005307;GO:0008292;GO:0015871
TRINITY_DN15582_c0_g1,GO:0016021;GO:0005634;GO:0048813;GO:0007476;GO:0045892;GO:0032968;GO:0007362
TRINITY_DN2631_c0_g1,GO:0005938;GO:0005737;GO:0005856;GO:0016010;GO:0042383;GO:0045202;GO:0003779;GO:0008092;GO:0008307;GO:0005198;GO:0050699;GO:0008270;GO:0030010;GO:0008586;GO:0007474;GO:0046716;GO:0007274;GO:0046928;GO:0048172
TRINITY_DN33192_c0_g1,GO:0005769;GO:0006893;GO:0015031
TRINITY_DN30056_c0_g1,GO:0005744;GO:0042721;GO:0042719;GO:0046872;GO:0015450;GO:0008565;GO:0072321;GO:0045039;GO:0006626
TRINITY_DN23836_c0_g1,GO:0030529;GO:0005634;GO:0000166;GO:0003723;GO:0061026;GO:0060043;GO:0006396
TRINITY_DN23074_c0_g1,GO:0005524
TRINITY_DN39833_c0_g1,
TRINITY_DN11201_c0_g1,GO:0005813;GO:0005737;GO:0019005;GO:0051301;GO:0008283;GO:0000086;GO:0007067;GO:0016567;GO:0031146
TRINITY_DN29920_c0_g1,GO:0000794;GO:0005829;GO:0070062;GO:0005576;GO:0031674;GO:0031430;GO:0005859;GO:0005865;GO:0030018;GO:0051015;GO:0042805;GO:0005524;GO:0005509;GO:0005516;GO:0019899;GO:0042802;GO:0051371;GO:0002020;GO:0019901;GO:0043621;GO:0004674;GO:0004713;GO:0008307;GO:0097493;GO:0031433;GO:0060048;GO:0048739;GO:0003300;GO:0055008;GO:0055003;GO:0035995;GO:0007076;GO:0006936;GO:0030049;GO:0002576;GO:0050790;GO:0045859;GO:0051592;GO:0045214;GO:0048769;GO:0030241;GO:0030240;GO:0006941
TRINITY_DN38638_c0_g1,GO:0005737;GO:0005615;GO:0016020;GO:0005509;GO:0003682;GO:0007155
TRINITY_DN16689_c0_g1,GO:0016020;GO:0032420;GO:0005262;GO:0050982;GO:0007605
TRINITY_DN38763_c0_g1,GO:0005930;GO:0032154;GO:0000777;GO:0030496;GO:0031105;GO:0005819;GO:0005525;GO:0051301;GO:0060271;GO:0007067;GO:0016476
TRINITY_DN30752_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN35982_c0_g1,GO:0000796;GO:0005829;GO:0005634;GO:0051301;GO:0007076
TRINITY_DN27729_c0_g1,
TRINITY_DN12050_c0_g1,GO:0005576;GO:0005509
TRINITY_DN39914_c0_g1,GO:0045177;GO:0005783;GO:0005789;GO:0016021;GO:0005743;GO:0005741;GO:0005739;GO:0005634;GO:0005778;GO:0043295;GO:0004602;GO:0004364;GO:0071449;GO:0006749;GO:0033327;GO:0055114;GO:0070207;GO:0042493;GO:0032496;GO:0010243
TRINITY_DN37970_c0_g1,GO:0005737;GO:0016607;GO:0005634;GO:0000445;GO:0003723;GO:0006397;GO:0051028;GO:0008380
TRINITY_DN34637_c0_g1,GO:0016021;GO:0005886;GO:0005509;GO:0007156;GO:0007275
TRINITY_DN362_c0_g1,GO:0005794;GO:0000139;GO:0016021;GO:0016020;GO:0005739;GO:0000062;GO:0034237;GO:0006694;GO:0006810
TRINITY_DN34156_c0_g1,GO:0030139;GO:0005783;GO:0005793;GO:0005815;GO:0005771;GO:0005634;GO:0000502;GO:0043248
TRINITY_DN9453_c0_g1,GO:0005737;GO:0005634;GO:0008565;GO:0003723;GO:0006606;GO:0061015
TRINITY_DN27448_c0_g1,GO:0003964
TRINITY_DN21240_c0_g1,GO:0042995;GO:0008017;GO:0060285
TRINITY_DN24216_c0_g1,GO:0005938;GO:0005737;GO:0005811;GO:0005875;GO:0072686;GO:0005880;GO:0005634;GO:0005525;GO:0003924;GO:0007015;GO:0007155;GO:0007049;GO:0051301;GO:0009267;GO:0000132;GO:0006886;GO:0000212;GO:0007067;GO:0048812;GO:0006611;GO:0006606;GO:0008360;GO:0007346;GO:0032880;GO:0000054;GO:0007264
TRINITY_DN15856_c0_g1,GO:0005730;GO:0044822;GO:0009383;GO:0000470;GO:0008284;GO:0070475
TRINITY_DN31486_c0_g1,GO:0005737;GO:0005730;GO:0005654;GO:0005681;GO:0005685;GO:0000166;GO:0044822;GO:0003723;GO:0035614;GO:0030619;GO:0000398
TRINITY_DN33651_c0_g1,GO:0005743;GO:0005762;GO:0019843;GO:0003735;GO:0032543;GO:0070125;GO:0070124
TRINITY_DN571_c0_g1,GO:0016021
TRINITY_DN27792_c0_g1,GO:0016324;GO:0005869;GO:0008290;GO:0005875;GO:0071203;GO:0046982;GO:0030036;GO:0007015;GO:0051016;GO:0000902;GO:0007294;GO:0007018;GO:0030837;GO:0051490;GO:0046329;GO:0006909;GO:0051489;GO:0010591;GO:0019233;GO:0035220
TRINITY_DN36996_c0_g1,
TRINITY_DN29324_c0_g1,GO:0005737;GO:0005634;GO:0005839;GO:0004298;GO:0051603
TRINITY_DN4597_c0_g1,GO:0005737;GO:0005524;GO:0004697;GO:0008270;GO:0035556
TRINITY_DN35279_c0_g1,GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0032391;GO:0097381;GO:0008091;GO:0003779;GO:0034452;GO:0045505;GO:0019894;GO:0032029;GO:0043621;GO:0005088;GO:0030507;GO:0030036;GO:0051693;GO:0007411;GO:0006888;GO:0007030;GO:0007041;GO:0000165;GO:0051260
TRINITY_DN32030_c0_g1,GO:0005929;GO:0005737;GO:0030286;GO:0005874;GO:0003774;GO:0007017
TRINITY_DN30630_c0_g1,GO:0016607;GO:0071021;GO:0046540;GO:0005682;GO:0000350;GO:0071048
TRINITY_DN32645_c0_g1,GO:0031418;GO:0046872;GO:0048244;GO:0001561
TRINITY_DN14096_c0_g1,GO:0042555;GO:0000790;GO:0005634;GO:0003682;GO:0051301;GO:0006261;GO:0007067;GO:0007062
TRINITY_DN26913_c0_g1,GO:0005509
TRINITY_DN303_c0_g1,GO:0016021;GO:0031966;GO:0070469;GO:0008137;GO:0006120
TRINITY_DN19640_c1_g1,GO:0030016;GO:0032982;GO:0005524;GO:0003774
TRINITY_DN26740_c0_g1,GO:0005525
TRINITY_DN37485_c0_g1,GO:0005634;GO:0000978;GO:0003697;GO:0001077;GO:0045944
TRINITY_DN25873_c0_g2,GO:0003964
TRINITY_DN30785_c0_g1,GO:0005737;GO:0000812;GO:0042393;GO:0016569;GO:0043486
TRINITY_DN35675_c0_g1,GO:0016020;GO:0016363;GO:0005654;GO:0005634;GO:0000166;GO:0044822;GO:0008270;GO:0003170;GO:0010608;GO:0003281
TRINITY_DN32873_c0_g1,GO:0005911;GO:0005921;GO:0016021;GO:0032589;GO:0005886;GO:0005243;GO:0055077;GO:0016264;GO:0034220;GO:0040011;GO:0018991;GO:0043051;GO:0072347
